"Lines","File","EmptyBlocks","Methods","DebugLog"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Actions\WIN098_EquipmentRestrictions.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Actions\WIN100_SaveLoadout.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Comparison\WIN096_EquipmentComparison.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Comparison\WIN097_EquipmentStatistics.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Core\WIN089_EquipmentWindow.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Loadout\WIN090_Loadout.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Loadout\WIN099_ApplyLoadout.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Slots\WIN091_WeaponSlots.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Slots\WIN092_ArmorSlots.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Slots\WIN093_SensorSlots.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Slots\WIN094_ModuleSlots.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Slots\WIN095_PayloadSlots.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Analysis\WIN073_ContactClassification.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Analysis\WIN074_ThreatLevel.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Analysis\WIN077_ConfidenceLevel.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Contacts\WIN070_ContactList.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Contacts\WIN071_KnownEnemyUnits.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Contacts\WIN072_UnknownContacts.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Core\WIN069_IntelligenceWindow.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Tracking\WIN075_LastKnownPosition.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Tracking\WIN076_SensorSource.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Tracking\WIN078_TrackingStatus.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Tracking\WIN079_IntelligenceHistory.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Logistics\Core\WIN058_LogisticsOverview.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Logistics\Routes\WIN064_SupplyRoutes.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Logistics\Status\WIN059_SupplyStatus.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Logistics\Status\WIN060_FuelStatus.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Logistics\Status\WIN061_AmmunitionStatus.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Logistics\Status\WIN062_RepairStatus.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Logistics\Status\WIN066_DepotStatus.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Logistics\Transport\WIN063_ResourceTransport.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Logistics\Transport\WIN065_Convoys.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Logistics\Warnings\WIN067_LogisticsWarnings.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Logistics\Warnings\WIN068_RouteDisruptionDisplay.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Production\Catalog\WIN036_AvailableUnits.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Production\Catalog\WIN037_UnitCategories.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Production\Catalog\WIN038_UnitPreview.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Production\Core\WIN035_ProductionWindow.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Production\Costs\WIN039_UnitCost.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Production\Costs\WIN040_RequiredResources.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Production\Costs\WIN041_ProductionTime.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Production\Queue\WIN042_Queue.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Production\Queue\WIN043_QueueControls.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Production\Queue\WIN044_CancelProduction.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Production\State\WIN045_ProductionComplete.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Production\State\WIN046_ProductionUnavailableState.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Autonomy\WIN028_SquadIntent.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Autonomy\WIN029_SquadPriority.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Autonomy\WIN030_SquadBehavior.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Autonomy\WIN034_SquadAutonomyState.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Composition\WIN022_SquadComposition.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Composition\WIN024_SquadHealth.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Composition\WIN025_SquadStrength.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Composition\WIN032_SquadCasualties.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Core\WIN020_SquadDetails.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Identity\WIN021_SquadName.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Identity\WIN023_SquadLeader.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Operations\WIN026_SquadFormation.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Operations\WIN027_SquadObjective.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Operations\WIN031_SquadOrders.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Operations\WIN033_SquadReinforcement.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Core\WIN080_TechnologyWindow.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Details\WIN088_TechnologyDetails.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Research\WIN083_ResearchRequirements.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Research\WIN084_ResearchCost.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Research\WIN085_ResearchProgress.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Research\WIN086_LockedTechnology.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Research\WIN087_UnlockedTechnology.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Tree\WIN081_TechnologyTree.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Tree\WIN082_TechnologyCategories.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Core\WIN001_UnitDetailsWindow.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Core\WIN002_UnitPortraitModel.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Identity\WIN003_UnitName.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Identity\WIN004_UnitType.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Identity\WIN005_UnitFaction.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Status\WIN015_Status.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Status\WIN016_CurrentOrders.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Status\WIN017_CurrentIntent.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Status\WIN018_AIState.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Status\WIN019_SquadAssignment.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Systems\WIN006_Health.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Systems\WIN007_Armor.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Systems\WIN008_Speed.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Systems\WIN009_Fuel.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Systems\WIN010_Energy.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Systems\WIN011_Sensors.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Systems\WIN012_Weapons.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Systems\WIN013_Equipment.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Systems\WIN014_Abilities.cs","0","1","1"
